losses,recalls
0.5028166,0.636
0.49364004,0.658
0.5129389,0.542
0.49946535,0.634
0.51081866,0.556
0.5069859,0.584
0.50629383,0.572
0.5062373,0.58
0.51085466,0.546
0.50939864,0.548
0.5095488,0.578
0.50463104,0.584
0.5072564,0.618
0.5106918,0.522
0.4985474,0.648
0.5160042,0.52
0.5078503,0.592
0.50976515,0.534
0.5007295,0.632
0.5075674,0.606
0.5091044,0.564
0.50845104,0.592
0.5123494,0.542
0.5098884,0.604
0.5051532,0.606
0.51369673,0.546
0.5073067,0.608
0.5012098,0.64
0.50630915,0.612
0.5024598,0.644
0.5108974,0.548
0.5046244,0.576
0.50086886,0.646
0.50178385,0.634
0.50072426,0.606
0.5070012,0.626
0.50452536,0.606
0.506608,0.56
0.5073164,0.574
0.5070532,0.632
0.5112873,0.578
0.5091275,0.606
0.5087136,0.564
0.50102884,0.578
0.503399,0.596
0.5030549,0.61
0.49773383,0.636
0.5062188,0.596
0.50947064,0.57
0.4946182,0.654
0.5036968,0.61
0.50076586,0.616
0.501505,0.624
0.5015482,0.646
0.4979998,0.636
0.5039143,0.632
0.50522083,0.63
0.5090457,0.588
0.50381565,0.602
0.5006783,0.614
0.50084037,0.638
0.50693333,0.6
0.51314515,0.502
0.50133485,0.608
0.5081952,0.592
0.50704104,0.582
0.5102601,0.566
0.507076,0.592
0.511184,0.552
0.51318735,0.552
0.50706434,0.606
0.5036111,0.588
0.5040481,0.616
0.5089573,0.56
0.5037385,0.608
0.5054836,0.582
0.5012128,0.602
0.51380515,0.526
0.50004506,0.624
0.500073,0.57
0.50941896,0.548
0.49873227,0.636
0.49686947,0.682
0.5051865,0.566
0.50655526,0.6
0.5007664,0.64
0.51298994,0.544
0.501386,0.632
0.50015557,0.606
0.51282483,0.562
0.50995314,0.56
0.4986666,0.62
0.5008515,0.638
0.5037788,0.608
0.51104295,0.556
0.50487673,0.594
0.50373906,0.656
0.50851625,0.574
0.49816775,0.672
0.5083434,0.608
0.50841105,0.578
0.5075955,0.574
0.5022807,0.618
0.5042689,0.636
0.505039,0.61
0.50033635,0.648
0.50817627,0.586
0.5005101,0.606
0.50815123,0.59
0.50966007,0.57
0.50235885,0.598
0.5076212,0.536
0.50580025,0.598
0.49729648,0.644
0.50240535,0.582
0.5055998,0.586
0.50730944,0.536
0.5104519,0.52
0.5071922,0.566
0.5115127,0.6
0.5064349,0.63
0.5030922,0.626
0.4975305,0.632
0.5066249,0.616
0.5025539,0.606
0.5054799,0.608
0.5071018,0.62
0.5029345,0.6
0.49866498,0.634
0.51123166,0.552
0.5056212,0.606
0.5077167,0.608
0.5033357,0.614
0.5043495,0.606
0.510253,0.576
0.50330025,0.648
0.5055612,0.604
0.5012754,0.608
0.5093985,0.57
0.5025287,0.632
0.50347424,0.636
0.51085573,0.55
0.5050817,0.608
0.50333565,0.64
0.5021786,0.644
0.5023217,0.608
0.49890077,0.616
0.49866027,0.632
0.51033217,0.566
0.5079324,0.558
0.50406957,0.6
0.5069508,0.584
0.50796205,0.54
0.50080353,0.594
0.50556976,0.6
0.5030358,0.628
0.5063813,0.566
0.5018825,0.622
0.49302733,0.662
0.5077881,0.568
0.5023367,0.584
0.5044691,0.598
0.49644488,0.63
0.5146148,0.536
0.5078363,0.578
0.50400907,0.64
0.50804275,0.572
0.5082359,0.602
0.4969605,0.636
0.5081143,0.58
0.49798352,0.64
0.50150734,0.586
0.502462,0.638
0.49969682,0.612
0.5029289,0.626
0.49621648,0.638
0.50991136,0.568
0.50236934,0.626
0.5017531,0.628
0.5086588,0.6
0.5122442,0.528
0.50397784,0.606
0.5091012,0.554
0.4988369,0.61
0.50195724,0.652
0.5033953,0.612
0.5035199,0.582
0.5006762,0.61
0.49472114,0.634
0.5112152,0.54
0.5080982,0.55
0.49523556,0.636
0.4955427,0.642
0.50780183,0.63
0.5032806,0.62
0.5025387,0.582
0.50408083,0.602
0.49898574,0.634
0.4951008,0.68
0.4960887,0.672
0.5095363,0.578
0.506772,0.622
0.4966531,0.704
0.5058766,0.608
0.49938112,0.648
0.49646518,0.644
0.5015484,0.602
0.501304,0.606
0.5026881,0.616
0.49849245,0.62
0.50399846,0.578
0.50403684,0.592
0.49899104,0.646
0.49861014,0.654
0.50427747,0.584
0.49784908,0.662
0.5070397,0.614
0.50547576,0.566
0.502772,0.59
0.50231296,0.632
0.5043259,0.602
0.5010851,0.628
0.50539994,0.636
0.49384677,0.658
0.50367457,0.604
0.50059354,0.6
0.50475234,0.596
0.50497025,0.618
0.5072611,0.614
0.50603795,0.632
0.50487965,0.642
0.5056681,0.588
0.49354237,0.644
0.4955205,0.674
0.4959617,0.688
0.49800283,0.636
0.49944633,0.59
0.504356,0.624
0.4972621,0.668
0.51188755,0.558
0.4993623,0.672
0.5004566,0.628
0.5010817,0.658
0.50128126,0.616
0.4977214,0.652
0.5025934,0.628
0.4927259,0.624
0.50428104,0.6
0.49799457,0.652
0.50490123,0.596
0.50262326,0.608
0.50499386,0.55
0.5005678,0.646
0.50183594,0.624
0.5079908,0.578
0.5050866,0.614
0.50170404,0.616
0.5032016,0.582
0.50142276,0.598
0.49900243,0.622
0.49837163,0.58
0.50444025,0.606
0.49263716,0.672
0.49731705,0.668
0.492546,0.678
0.49992132,0.614
0.49714822,0.68
0.49636653,0.682
0.5051484,0.608
0.4939196,0.668
0.50595355,0.568
0.49953452,0.632
0.5141648,0.566
