losses,recalls
0.4993687,0.55
0.5028615,0.598
0.49444196,0.64
0.49880937,0.604
0.49708155,0.628
0.5011902,0.568
0.49388754,0.654
0.50444716,0.566
0.4990458,0.59
0.49950552,0.626
0.50215113,0.614
0.50629616,0.55
0.49528807,0.618
0.4997499,0.6
0.50689954,0.548
0.5011525,0.562
0.50620455,0.552
0.50699216,0.562
0.49276412,0.622
0.49366128,0.622
0.5023233,0.584
0.5033496,0.602
0.49745047,0.618
0.5057639,0.55
0.49446115,0.66
0.505944,0.564
0.49960464,0.61
0.49247006,0.644
0.49533376,0.638
0.4970766,0.62
0.5036772,0.6
0.49031577,0.662
0.49940076,0.584
0.4882804,0.656
0.49796212,0.638
0.49863204,0.6
0.49805713,0.62
0.49402833,0.66
0.50141937,0.616
0.49292415,0.614
0.49583155,0.658
0.4929521,0.634
0.50520813,0.61
0.4961645,0.624
0.49952787,0.608
0.49957737,0.6
0.49196285,0.662
0.5030597,0.568
0.48680893,0.658
0.4958865,0.648
0.49380144,0.638
0.5060229,0.574
0.49659413,0.606
0.49437195,0.63
0.50157493,0.606
0.49793777,0.59
0.49635157,0.622
0.5002198,0.612
0.49461654,0.632
0.5006004,0.57
0.49936828,0.624
0.5018593,0.59
0.49588063,0.652
0.4988828,0.616
0.4954654,0.634
0.49741802,0.634
0.49508512,0.624
0.4977883,0.624
0.49512413,0.64
0.50079906,0.578
0.4969417,0.62
0.49740332,0.606
0.49799207,0.672
0.5010485,0.65
0.50665915,0.558
0.4965471,0.638
0.5014015,0.606
0.50404274,0.57
0.4988244,0.622
0.5043477,0.554
0.5010693,0.63
0.49670595,0.618
0.49760872,0.632
0.50407684,0.564
0.50171083,0.6
0.4942543,0.672
0.49851325,0.62
0.50299025,0.578
0.49548838,0.642
0.50461763,0.586
0.49398714,0.658
0.5035917,0.62
0.5025656,0.548
0.49948204,0.618
0.499355,0.59
0.49243435,0.662
0.4920973,0.666
0.50115573,0.572
0.5049763,0.582
0.49680638,0.628
0.5005198,0.576
0.49691585,0.62
0.4930515,0.678
0.4940497,0.656
0.50232726,0.58
0.49370962,0.686
0.49318853,0.65
0.49320117,0.614
0.49765787,0.63
0.49022624,0.686
0.50001395,0.628
0.49061042,0.652
0.49769288,0.606
0.48854873,0.692
0.48728,0.64
0.49258077,0.652
0.5002704,0.6
0.4905566,0.654
0.49451366,0.682
0.49538082,0.634
0.49499208,0.626
0.49992752,0.614
0.5006856,0.618
0.5009509,0.594
0.49640653,0.65
0.49049756,0.634
0.49281552,0.642
0.49079168,0.654
0.49725032,0.608
0.49603885,0.624
0.49746484,0.63
0.49287495,0.678
0.5023549,0.572
0.50035965,0.592
0.49351737,0.602
0.49151775,0.674
0.50219804,0.6
0.49545568,0.632
0.49033463,0.67
0.5003368,0.558
0.4932413,0.64
0.49715522,0.588
0.5003263,0.596
0.4944899,0.612
0.49534342,0.63
0.49594346,0.644
0.49433777,0.644
0.49847156,0.62
0.4885972,0.672
0.49901995,0.618
0.5082032,0.544
0.49503043,0.662
0.4937984,0.654
0.49020854,0.624
0.49920514,0.626
0.4972566,0.638
0.49804112,0.63
0.48487967,0.688
0.48444313,0.68
0.4921735,0.692
0.49349383,0.678
0.4837494,0.704
0.4979756,0.63
0.4941085,0.66
0.49472842,0.67
0.49371827,0.646
0.49762195,0.606
0.49638113,0.594
0.4961928,0.634
0.49911827,0.596
0.48836392,0.648
0.4947923,0.654
0.49332562,0.638
0.49313542,0.654
0.4912666,0.658
0.49612212,0.608
0.49159998,0.614
0.5014934,0.632
0.49987414,0.65
0.49101833,0.648
0.49332047,0.654
0.4981304,0.652
0.48953635,0.696
0.49422038,0.638
0.49164903,0.706
0.4964833,0.68
0.49565023,0.648
0.49494532,0.62
0.5011399,0.606
0.48545617,0.686
0.50047255,0.606
0.50292754,0.598
0.49288422,0.662
0.49507844,0.626
0.48853347,0.702
0.49344608,0.656
0.4996564,0.588
0.49604785,0.634
0.48049697,0.71
0.5023365,0.6
0.48849934,0.674
0.49787593,0.638
0.49843457,0.604
0.49935958,0.584
0.50245434,0.596
0.48216364,0.69
0.49544358,0.67
0.49925143,0.626
0.49379623,0.642
0.49761903,0.616
0.49174663,0.632
0.5021572,0.582
0.48960906,0.678
0.49464452,0.644
0.49736166,0.64
0.49793565,0.602
0.49420068,0.638
0.48811388,0.716
0.49564046,0.64
0.5000983,0.594
0.4961658,0.654
0.50780624,0.536
0.49249306,0.648
0.49342558,0.664
0.49837783,0.646
0.49824843,0.616
0.49104384,0.674
0.49805468,0.584
0.49209526,0.644
0.4943866,0.632
0.49375504,0.694
